scenario;region;subsector;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;technology;CCS;technology_code;grid
CO2B_W;UT;PV_peak;0;0;0;0;2.22E-04;3.65E-04;6.65E-04;8.61E-04;0.001039595;0.001266407;0.001432661;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;PV_subpeak;0;0;0;1.51E-04;0.001537828;0.002571418;0.004691368;0.006138868;0.007542868;0.01026269;0.01183858;EJ;solar;no CCS;h solar;Northwest
CO2B_W;UT;biomass_base_IGCC;0;0;0;0;2.60E-05;6.33E-05;1.28E-04;1.06E-04;4.48E-05;3.53E-05;2.24E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B_W;UT;biomass_base_IGCC_CCS;0;0;0;0;0;0;9.38E-05;4.07E-04;9.14E-04;0.002478763;0.004990793;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B_W;UT;biomass_base_conv;0;1.07E-04;1.52E-04;1.48E-04;6.96E-05;1.24E-04;2.42E-04;1.22E-04;4.29E-05;2.75E-05;1.59E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B_W;UT;biomass_base_conv_CCS;0;0;0;0;0;0;1.78E-04;0.001021559;0.002313513;0.005655243;0.010745773;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B_W;UT;biomass_int_IGCC;0;0;0;0;3.84E-05;6.20E-05;1.07E-04;1.65E-04;1.14E-04;9.50E-05;9.31E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B_W;UT;biomass_int_IGCC_CCS;0;0;0;0;0;0;2.85E-05;1.13E-04;2.55E-04;6.91E-04;0.001544972;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B_W;UT;biomass_int_conv;0;1.07E-04;1.52E-04;1.48E-04;1.71E-04;2.38E-04;3.62E-04;3.60E-04;1.53E-04;1.04E-04;8.82E-05;EJ;biomass;no CCS;d biomass;Northwest
CO2B_W;UT;biomass_int_conv_CCS;0;0;0;0;0;0;5.39E-05;2.28E-04;5.14E-04;0.001333258;0.002890928;EJ;biomass;w/ CCS;d biomass;Northwest
CO2B_W;UT;coal_base_IGCC_CCS;0;0;0;0;0;0;8.96E-04;0.001750229;0.002474765;0.00338328;0.003572793;EJ;coal;w/ CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul;0.0343004;0.0407967;0.0298733;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul 1971-1975;0;0;0;0.00226109;0.00225903;0.00225753;5.79E-04;2.87E-05;2.38E-06;8.69E-08;8.62E-09;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul 1976-1980;0;0;0;0.00659082;0.00658557;0.00658387;0.00169137;8.45E-05;7.26E-06;3.02E-07;4.20E-08;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul 1981-1985;0;0;0;0.00250773;0.00250582;0.00250548;6.44E-04;3.22E-05;2.80E-06;1.22E-07;2.00E-08;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul 1986-1990;0;0;0;0.0103169;0.0101046;0.00945095;0.00188418;4.71E-05;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul 1991-1995;0;0;0;3.50E-04;3.50E-04;3.50E-04;9.00E-05;4.51E-06;3.94E-07;1.75E-08;3.11E-09;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul_CCS;0;0;0;0;0;0;9.94E-04;0.001864725;0.002506889;0.003027329;0.002817453;EJ;coal;w/ CCS;c coal;Northwest
CO2B_W;UT;coal_base_conv pul_retire_2020;0.00704355;0.00837755;0.00613446;0.00452322;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_IGCC_CCS;0;0;0;0;0;0;5.23E-04;0.001446004;0.002542056;0.00454882;0.006944802;EJ;coal;w/ CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul;0.0506885;0.0733636;0.0747606;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul 1971-1975;0;0;0;0.00767608;0.00767393;0.00766954;0.00522082;0.00104033;1.29E-04;5.79E-06;5.33E-07;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul 1976-1980;0;0;0;0.0223749;0.0223712;0.0223675;0.0152536;0.00306407;3.93E-04;2.01E-05;2.59E-06;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul 1981-1985;0;0;0;0.00851337;0.00851227;0.00851189;0.00580791;0.00116952;1.52E-04;8.13E-06;1.24E-06;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul 1986-1990;0;0;0;0.0350243;0.0343255;0.0321078;0.0169925;0.00170722;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul 1991-1995;0;0;0;0.00118989;0.00118975;0.00118976;8.12E-04;1.64E-04;2.13E-05;1.16E-06;1.92E-07;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul_CCS;0;0;0;0;0;0;6.13E-04;0.001624144;0.002754989;0.004678407;0.006756548;EJ;coal;w/ CCS;c coal;Northwest
CO2B_W;UT;coal_int_conv pul_retire_2020;0.0104088;0.0150651;0.015352;0.0153557;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_peak_conv pul;0.00137028;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_peak_conv pul_retire_2020;2.81E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_subpeak_conv pul;0.00962124;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;coal_subpeak_conv pul_retire_2020;0.00197571;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Northwest
CO2B_W;UT;gas_base_CC;0;0;0.00338951;0.00410674;0.00715284;0.01321445;0.012874192;0.006776429;0.002743407;0.001216081;6.65E-04;EJ;gas;no CCS;b natural gas;Northwest
CO2B_W;UT;gas_base_CC_CCS;0;0;0;0;0;0;0.00299225;0.00561521;0.00861611;0.01588934;0.022073456;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B_W;UT;gas_int_CC;2.08E-04;0.00394302;0.0150249;0.01950817;0.0417933;0.05567131;0.06353167;0.06603479;0.05372865;0.020429794;0.008958983;EJ;gas;no CCS;b natural gas;Northwest
CO2B_W;UT;gas_int_CC_CCS;0;0;0;0;0;0;0.00494609;0.01285664;0.02231688;0.04120636;0.06609312;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B_W;UT;gas_peak_CC;5.70E-06;1.39E-04;2.31E-04;3.82E-04;3.23E-04;2.93E-04;2.20E-04;1.38E-04;5.82E-05;7.90E-06;2.49E-06;EJ;gas;no CCS;b natural gas;Northwest
CO2B_W;UT;gas_peak_CC_CCS;0;0;0;0;0;0;8.61E-08;1.87E-07;3.18E-07;5.44E-07;9.76E-07;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B_W;UT;gas_peak_steam/CT;4.20E-06;4.88E-05;1.79E-04;2.02E-04;1.46E-04;1.24E-04;4.04E-05;1.48E-05;4.31E-06;1.00E-06;9.19E-07;EJ;gas;no CCS;b natural gas;Northwest
CO2B_W;UT;gas_subpeak_CC;3.97E-05;9.69E-04;0.002082687;0.002020572;0.001773359;0.00164702;0.001324614;9.27E-04;4.62E-04;1.07E-04;4.54E-05;EJ;gas;no CCS;b natural gas;Northwest
CO2B_W;UT;gas_subpeak_CC_CCS;0;0;0;0;0;0;5.37E-06;1.18E-05;2.05E-05;4.41E-05;7.08E-05;EJ;gas;w/ CCS;b natural gas;Northwest
CO2B_W;UT;gas_subpeak_steam/CT;2.94E-05;3.41E-04;0.00161419;0.00106788;8.80E-04;7.81E-04;3.16E-04;1.38E-04;5.23E-05;2.75E-05;1.71E-05;EJ;gas;no CCS;b natural gas;Northwest
CO2B_W;UT;geo_base;5.67E-04;7.60E-04;0.0011515;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;0.0018193;EJ;geothermal;no CCS;i geothermal;Northwest
CO2B_W;UT;hydro_base;0.00130073;0.0028813;0.0025406;0.0028053;0.0032757;0.0032707;0.0032672;0.0032676;0.0032603;0.003233;0.0032366;EJ;hydro;no CCS;f hydro;Northwest
CO2B_W;UT;hydro_int;4.25E-04;0;0;0;0;0;0;0;0;0;0;EJ;hydro;no CCS;f hydro;Northwest
CO2B_W;UT;refined liquids_base_steam/CT;0;0;0;7.67E-05;4.96E-06;3.41E-06;2.35E-06;1.53E-06;5.08E-07;6.67E-08;1.12E-08;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B_W;UT;refined liquids_int_steam/CT;1.37E-04;1.28E-04;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B_W;UT;refined liquids_peak_steam/CT;0;0;9.12E-05;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B_W;UT;refined liquids_subpeak_steam/CT;3.42E-05;3.21E-05;9.12E-05;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Northwest
CO2B_W;UT;rooftop_pv;0;0;0;0;1.84E-04;3.54E-04;7.27E-04;0.00134193;0.00209981;0.00268948;0.00290847;EJ;rooftop_pv;no CCS;h solar;Northwest
CO2B_W;UT;wind_base;0;0;0.0016205;0.00228211;0.00620133;0.01460532;0.03557712;0.05477862;0.07217752;0.10471061;0.13452399;EJ;wind;no CCS;g wind;Northwest
CO2B_W;UT;wind_base_storage;0;0;0;0;9.24E-05;2.76E-04;7.89E-04;0.001330171;0.001890627;0.003294657;0.004817776;EJ;wind;no CCS;g wind;Northwest
CO2B_W;VA;PV_base_storage;0;0;0;0;7.13E-05;9.98E-05;2.20E-04;4.71E-04;7.25E-04;0.001104535;0.001565426;EJ;solar;no CCS;h solar;Southeast
CO2B_W;VA;PV_int;0;0;0;0;0.00506114;0.01086388;0.02714378;0.04558668;0.06381528;0.09653518;0.13009274;EJ;solar;no CCS;h solar;Southeast
CO2B_W;VA;PV_peak;0;0;0;0;3.60E-04;6.55E-04;0.001190593;0.001596108;0.001997476;0.002648116;0.003471065;EJ;solar;no CCS;h solar;Southeast
CO2B_W;VA;PV_subpeak;0;0;0;0;0.00196977;0.00382803;0.00723341;0.00990736;0.01260597;0.01800725;0.02380398;EJ;solar;no CCS;h solar;Southeast
CO2B_W;VA;biomass_base_IGCC;0;0;0;0;1.73E-04;2.10E-04;4.26E-04;5.61E-04;2.11E-04;7.98E-05;5.77E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;VA;biomass_base_IGCC_CCS;0;0;0;0;0;0;2.34E-04;0.001602641;0.003615885;0.007012005;0.013412765;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;VA;biomass_base_conv;8.30E-04;0.001897314;0.001998178;0.00398527;7.94E-04;9.25E-04;0.002571164;9.00E-04;1.92E-04;6.00E-05;3.99E-05;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;VA;biomass_base_conv_CCS;0;0;0;0;0;0;4.30E-04;0.003945843;0.008792346;0.015463956;0.027903056;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;VA;biomass_int_IGCC;0;0;0;0;1.11E-04;1.74E-04;2.55E-04;3.59E-04;2.69E-04;1.92E-04;1.67E-04;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;VA;biomass_int_IGCC_CCS;0;0;0;0;0;0;5.11E-05;2.00E-04;4.57E-04;0.001289509;0.002787409;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;VA;biomass_int_conv;8.30E-04;0.001897313;0.001998178;0.00398527;0.002002269;0.002290768;0.002746462;0.001485183;4.03E-04;2.03E-04;1.53E-04;EJ;biomass;no CCS;d biomass;Southeast
CO2B_W;VA;biomass_int_conv_CCS;0;0;0;0;0;0;9.49E-05;3.95E-04;8.97E-04;0.002405993;0.005071633;EJ;biomass;w/ CCS;d biomass;Southeast
CO2B_W;VA;coal_base_IGCC_CCS;0;0;0;0;0;0;0.001513197;0.004352491;0.006843918;0.00879243;0.009785264;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul;0.02063652;0.0393598;0.0305854;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1951-1955;0;0;0;3.16E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1956-1960;0;0;0;0.001574657;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1961-1965;0;0;0;0.00238756;0.0023762;0.00232896;8.18E-04;5.61E-05;3.01E-06;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1966-1970;0;0;0;0.00389908;0.00388802;0.00383612;0.001386402;1.07E-04;8.05E-06;2.05E-07;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1986-1990;0;0;0;8.92E-04;8.16E-04;6.26E-04;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1991-1995;0;0;0;0.00553419;0.00552115;0.00545666;0.001986949;1.58E-04;1.36E-05;5.19E-07;5.65E-08;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 1996-2000;0;0;0;0.00690224;0.00688644;0.00680761;0.002481478;1.98E-04;1.74E-05;7.25E-07;1.09E-07;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul 2011-2015;0;0;0;0.01032776;0.01030412;0.01018618;0.00371305;2.97E-04;2.61E-05;1.09E-06;1.63E-07;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul_CCS;0;0;0;0;0;0;0.001649305;0.004540281;0.006869705;0.008082953;0.00800906;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;VA;coal_base_conv pul_retire_2020;0.01778357;0.0339185;0.0263571;0.0274332;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_IGCC_CCS;0;0;0;0;0;0;1.45E-04;4.81E-04;9.93E-04;0.002218475;0.003859254;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul;0.0238415;0.0339683;0.0235111;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1951-1955;0;0;0;4.67E-05;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1956-1960;0;0;0;2.32E-04;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1961-1965;0;0;0;3.52E-04;3.51E-04;3.48E-04;1.48E-04;2.94E-05;3.84E-06;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1966-1970;0;0;0;5.75E-04;5.75E-04;5.72E-04;2.52E-04;5.60E-05;1.02E-05;4.78E-07;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1986-1990;0;0;0;1.32E-04;1.21E-04;9.34E-05;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1991-1995;0;0;0;8.17E-04;8.16E-04;8.14E-04;3.60E-04;8.30E-05;1.73E-05;1.21E-06;1.82E-07;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 1996-2000;0;0;0;0.001018349;0.001017979;0.001015813;4.50E-04;1.04E-04;2.22E-05;1.69E-06;3.49E-07;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul 2011-2015;0;0;0;0.001523746;0.001523193;0.001519956;6.74E-04;1.56E-04;3.32E-05;2.53E-06;5.25E-07;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul_CCS;0;0;0;0;0;0;1.68E-04;5.34E-04;0.001060037;0.002241217;0.003744713;EJ;coal;w/ CCS;c coal;Southeast
CO2B_W;VA;coal_int_conv pul_retire_2020;0.02054554;0.0292724;0.02026084;0.00404746;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_peak_conv pul;1.88E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_peak_conv pul_retire_2020;1.62E-04;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_subpeak_conv pul;0.001395758;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;coal_subpeak_conv pul_retire_2020;0.0012028;0;0;0;0;0;0;0;0;0;0;EJ;coal;no CCS;c coal;Southeast
CO2B_W;VA;gas_base_CC;0;0;0.00973221;0.00549272;0.0197409;0.028757733;0.034918363;0.031758348;0.016878948;0.00379804;0.00179448;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;VA;gas_base_CC_CCS;0;0;0;0;0;0;0.00624146;0.01802093;0.03050485;0.04688703;0.06610534;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;VA;gas_int_CC;0.002037916;0.0193374;0.0436938;0.1009303;0.0977848;0.09681625;0.08141942;0.06794694;0.05155392;0.022267813;0.009835885;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;VA;gas_int_CC_CCS;0;0;0;0;0;0;0.001519266;0.004704445;0.009558492;0.021943258;0.039685344;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;VA;gas_peak_CC;7.97E-05;9.74E-04;2.96E-04;0.001135065;9.66E-04;8.78E-04;6.70E-04;4.84E-04;2.95E-04;6.87E-05;2.06E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;VA;gas_peak_CC_CCS;0;0;0;0;0;0;1.74E-07;4.48E-07;8.84E-07;1.92E-06;4.17E-06;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;VA;gas_peak_steam/CT;5.90E-05;3.43E-04;2.29E-04;6.00E-04;4.80E-04;3.88E-04;1.16E-04;5.77E-05;2.44E-05;4.74E-06;3.43E-06;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;VA;gas_subpeak_CC;5.31E-04;0.00648293;0.00603624;0.00766128;0.006676062;0.006162762;0.004915881;0.003764114;0.002510585;7.68E-04;3.04E-04;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;VA;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.00E-05;2.59E-05;5.10E-05;1.22E-04;2.44E-04;EJ;gas;w/ CCS;b natural gas;Southeast
CO2B_W;VA;gas_subpeak_steam/CT;3.93E-04;0.002280306;0.00467855;0.00404918;0.003429482;0.002896618;9.98E-04;5.42E-04;2.57E-04;8.01E-05;5.90E-05;EJ;gas;no CCS;b natural gas;Southeast
CO2B_W;VA;hydro_base;0.004444;0.0054033;0.0054366;0.0041821;0.0048834;0.0048759;0.0048706;0.0048713;0.0048604;0.0048197;0.004825;EJ;hydro;no CCS;f hydro;Southeast
CO2B_W;VA;nuc_base_Gen II;0.0909035;0.104201;0.0994466;0.105209;0.105208;0.104934;0.103621;0.0560929;0;0;0;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B_W;VA;nuc_base_Gen III;0;0;0;0;0;0;0.00804944;0.0245549;0.04109716;0.06460091;0.09716835;EJ;nuclear;no CCS;e nuclear;Southeast
CO2B_W;VA;refined liquids_base_steam/CT;0;0;0;0.00454375;5.44E-04;3.68E-04;5.52E-04;3.59E-04;1.06E-04;1.11E-05;1.96E-06;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;VA;refined liquids_int_steam/CT;0.00339829;0.01265216;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;VA;refined liquids_peak_steam/CT;0;0;0.00255676;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;VA;refined liquids_subpeak_steam/CT;8.50E-04;0.00316301;0.00255677;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;Southeast
CO2B_W;VA;rooftop_pv;0;0;0;0;2.92E-04;8.35E-04;0.0040072;0.00547108;0.00821486;0.0115368;0.0129324;EJ;rooftop_pv;no CCS;h solar;Southeast
CO2B_W;VA;wind_base;0;0;0;0;0.00441053;0.00710484;0.01512265;0.02920175;0.04170555;0.05720565;0.07260992;EJ;wind;no CCS;g wind;Southeast
CO2B_W;VA;wind_base_offshore;0;0;0;0;0;5.64E-04;0.00581475;0.01964855;0.03588225;0.06081365;0.09857023;EJ;wind;no CCS;g wind;Southeast
CO2B_W;VA;wind_base_storage;0;0;0;0;1.99E-04;3.12E-04;6.57E-04;0.00132787;0.00199521;0.002971998;0.004127058;EJ;wind;no CCS;g wind;Southeast
CO2B_W;VT;PV_base_storage;0;0;0;0;3.08E-08;1.01E-07;5.34E-07;1.24E-06;1.94E-06;3.18E-06;5.25E-06;EJ;solar;no CCS;h solar;New England
CO2B_W;VT;PV_int;0;0;0;0;3.67E-04;0.001067193;0.002580873;0.003945783;0.005635723;0.008404023;0.010616929;EJ;solar;no CCS;h solar;New England
CO2B_W;VT;PV_peak;0;0;0;0;8.47E-09;2.26E-08;5.22E-08;7.13E-08;9.32E-08;1.28E-07;1.61E-07;EJ;solar;no CCS;h solar;New England
CO2B_W;VT;PV_subpeak;0;0;0;2.27E-04;2.33E-04;2.48E-04;2.72E-04;2.88E-04;3.07E-04;1.26E-04;1.55E-04;EJ;solar;no CCS;h solar;New England
CO2B_W;VT;biomass_base_IGCC;0;0;0;0;8.72E-06;2.78E-05;7.04E-05;9.17E-05;2.84E-05;9.34E-06;6.74E-06;EJ;biomass;no CCS;d biomass;New England
CO2B_W;VT;biomass_base_IGCC_CCS;0;0;0;0;0;0;4.84E-05;2.11E-04;3.99E-04;7.15E-04;0.001285181;EJ;biomass;w/ CCS;d biomass;New England
CO2B_W;VT;biomass_base_conv;1.23E-04;7.30E-04;7.95E-04;7.76E-04;2.10E-04;2.93E-04;5.26E-04;1.77E-04;2.65E-05;7.25E-06;4.79E-06;EJ;biomass;no CCS;d biomass;New England
CO2B_W;VT;biomass_base_conv_CCS;0;0;0;0;0;0;8.23E-05;4.49E-04;8.49E-04;0.001423535;0.002420842;EJ;biomass;w/ CCS;d biomass;New England
CO2B_W;VT;biomass_int_IGCC;0;0;0;0;9.61E-06;2.02E-05;3.20E-05;4.53E-05;4.48E-05;2.25E-05;1.48E-05;EJ;biomass;no CCS;d biomass;New England
CO2B_W;VT;biomass_int_IGCC_CCS;0;0;0;0;0;0;7.10E-06;2.18E-05;5.10E-05;1.32E-04;2.48E-04;EJ;biomass;w/ CCS;d biomass;New England
CO2B_W;VT;biomass_int_conv;1.23E-04;7.30E-04;7.95E-04;7.76E-04;5.91E-04;6.16E-04;6.56E-04;4.45E-04;1.08E-04;2.47E-05;1.39E-05;EJ;biomass;no CCS;d biomass;New England
CO2B_W;VT;biomass_int_conv_CCS;0;0;0;0;0;0;1.29E-05;4.19E-05;9.76E-05;2.42E-04;4.44E-04;EJ;biomass;w/ CCS;d biomass;New England
CO2B_W;VT;coal_base_IGCC_CCS;0;0;0;0;0;0;4.76E-06;1.16E-05;1.68E-05;2.01E-05;2.38E-05;EJ;coal;w/ CCS;c coal;New England
CO2B_W;VT;coal_base_conv pul_CCS;0;0;0;0;0;0;4.88E-06;1.13E-05;1.54E-05;1.64E-05;1.80E-05;EJ;coal;w/ CCS;c coal;New England
CO2B_W;VT;coal_int_IGCC_CCS;0;0;0;0;0;0;1.99E-05;5.31E-05;1.12E-04;2.33E-04;3.61E-04;EJ;coal;w/ CCS;c coal;New England
CO2B_W;VT;coal_int_conv pul_CCS;0;0;0;0;0;0;2.24E-05;5.74E-05;1.16E-04;2.30E-04;3.45E-04;EJ;coal;w/ CCS;c coal;New England
CO2B_W;VT;gas_base_CC;0;4.20E-06;5.70E-06;2.90E-06;6.94E-06;2.54E-05;4.78E-05;5.08E-05;3.07E-05;1.04E-05;7.47E-06;EJ;gas;no CCS;b natural gas;New England
CO2B_W;VT;gas_base_CC_CCS;0;0;0;0;0;0;1.83E-05;4.44E-05;7.05E-05;1.11E-04;1.71E-04;EJ;gas;w/ CCS;b natural gas;New England
CO2B_W;VT;gas_int_CC;1.95E-04;6.90E-06;1.70E-05;5.70E-06;3.14E-04;9.24E-04;0.001455081;0.001906092;0.00227477;0.001898975;0.001141793;EJ;gas;no CCS;b natural gas;New England
CO2B_W;VT;gas_int_CC_CCS;0;0;0;0;0;0;1.94E-04;4.90E-04;0.00101082;0.002150757;0.003451679;EJ;gas;w/ CCS;b natural gas;New England
CO2B_W;VT;gas_peak_CC;0;1.00E-07;2.00E-07;1.00E-07;8.39E-08;7.57E-08;5.91E-08;4.50E-08;2.91E-08;7.92E-09;1.99E-09;EJ;gas;no CCS;b natural gas;New England
CO2B_W;VT;gas_peak_CC_CCS;0;0;0;0;0;0;0;0;0;0;1.01E-10;EJ;gas;w/ CCS;b natural gas;New England
CO2B_W;VT;gas_peak_steam/CT;0;0;1.00E-07;0;0;0;0;0;0;0;0;EJ;gas;no CCS;b natural gas;New England
CO2B_W;VT;gas_subpeak_CC;1.24E-05;7.00E-07;1.20E-06;4.00E-07;4.13E-07;7.77E-07;1.52E-06;2.11E-06;2.68E-06;2.75E-06;1.67E-06;EJ;gas;no CCS;b natural gas;New England
CO2B_W;VT;gas_subpeak_CC_CCS;0;0;0;0;0;0;1.22E-07;2.68E-07;5.18E-07;1.31E-06;2.06E-06;EJ;gas;w/ CCS;b natural gas;New England
CO2B_W;VT;gas_subpeak_steam/CT;9.20E-06;2.00E-07;9.00E-07;2.00E-07;2.09E-07;4.49E-07;7.23E-07;7.67E-07;7.84E-07;8.32E-07;4.63E-07;EJ;gas;no CCS;b natural gas;New England
CO2B_W;VT;hydro_base;0.0045748;0.0043693;0.0048277;0.0041582;0.0048555;0.0048481;0.0048428;0.0048435;0.0048327;0.0047921;0.0047975;EJ;hydro;no CCS;f hydro;New England
CO2B_W;VT;nuc_base_Gen II;0.0137998;0.0151965;0.0178987;0;0;0;0;0;0;0;0;EJ;nuclear;no CCS;e nuclear;New England
CO2B_W;VT;refined liquids_base_steam/CT;1.40E-06;2.60E-06;1.21E-05;1.07E-05;2.41E-06;1.77E-06;1.48E-06;1.10E-06;3.68E-07;3.72E-08;6.62E-09;EJ;refined liquids;no CCS;refined liquids;New England
CO2B_W;VT;refined liquids_int_steam/CT;1.23E-05;2.09E-05;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;New England
CO2B_W;VT;refined liquids_peak_steam/CT;3.00E-07;0;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;New England
CO2B_W;VT;refined liquids_subpeak_steam/CT;1.70E-06;2.60E-06;0;0;0;0;0;0;0;0;0;EJ;refined liquids;no CCS;refined liquids;New England
CO2B_W;VT;rooftop_pv;0;0;0;0;7.04E-06;1.96E-05;8.66E-05;1.66E-04;2.74E-04;4.18E-04;5.44E-04;EJ;rooftop_pv;no CCS;h solar;New England
CO2B_W;VT;wind_base;0;4.16E-05;5.05E-05;0.00118628;0.00122003;0.001309549;0.001705555;0.002324781;0.002903226;0.002717506;0.004172046;EJ;wind;no CCS;g wind;New England
