scenario;region;sector;subsector;output;technology;1990;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;Units;basin;region_id;subRegion;basin_name
CO2B;USA;FiberCrop;FiberCrop_MissouriR;FiberCrop;FiberCrop_MissouriR_RFD_lo;0.0000401;0.0000524;0.0000376;0.0000394;4.04449E-05;0.000041785;4.27552E-05;4.22553E-05;4.24042E-05;4.08696E-05;4.06632E-05;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B;USA;FiberCrop;FiberCrop_MissppRN;FiberCrop;FiberCrop_MissppRN_IRR_hi;0.0001135;0.0001482;0.0001063;0.0001113;0.0001153;0.000121761;0.000127038;0.000122252;0.000124101;0.000118294;0.000116373;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRN;FiberCrop;FiberCrop_MissppRN_IRR_lo;0.0000756;0.0000988;0.0000709;0.0000742;7.45752E-05;0.000075898;7.63156E-05;0.000069884;6.68515E-05;5.88811E-05;5.68602E-05;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRN;FiberCrop;FiberCrop_MissppRN_RFD_hi;0.0000516;0.0000674;0.0000483;0.0000506;5.24155E-05;5.53502E-05;5.78023E-05;0.000055671;5.65668E-05;0.000054037;0.000053093;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRN;FiberCrop;FiberCrop_MissppRN_RFD_lo;0.0000344;0.000045;0.0000322;0.0000338;3.39735E-05;3.45795E-05;3.48076E-05;3.19075E-05;3.05593E-05;2.69829E-05;2.60409E-05;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRS;FiberCrop;FiberCrop_MissppRS_IRR_hi;0.936268;1.22258;0.876705;0.918285;0.954693;0.998049;1.01648;0.99828;1.01902;0.978861;0.97094;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRS;FiberCrop;FiberCrop_MissppRS_IRR_lo;0.624179;0.815056;0.58447;0.61219;0.617506;0.622223;0.610707;0.570717;0.549072;0.487484;0.474899;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRS;FiberCrop;FiberCrop_MissppRS_RFD_hi;0.641668;0.837894;0.600847;0.629344;0.654309;0.684148;0.697447;0.685583;0.700692;0.674859;0.668954;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FiberCrop;FiberCrop_MissppRS;FiberCrop;FiberCrop_MissppRS_RFD_lo;0.427779;0.558596;0.400564;0.419562;0.423208;0.426459;0.418991;0.391925;0.377474;0.335932;0.327058;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FiberCrop;FiberCrop_OhioR;FiberCrop;FiberCrop_OhioR_IRR_hi;0.0000014;0.0000018;0.0000013;0.0000014;1.45362E-06;1.52637E-06;1.58316E-06;1.54793E-06;1.59157E-06;1.56541E-06;1.53965E-06;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FiberCrop;FiberCrop_OhioR;FiberCrop;FiberCrop_OhioR_IRR_lo;0.0000009;0.0000012;0.0000009;0.0000009;9.04662E-07;9.13072E-07;9.1031E-07;8.43963E-07;8.14278E-07;7.3587E-07;7.09516E-07;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FiberCrop;FiberCrop_OhioR;FiberCrop;FiberCrop_OhioR_RFD_hi;0.0002873;0.0003751;0.000269;0.0002818;0.000292387;0.000306761;0.000318478;0.000311558;0.000320522;0.000316014;0.000310293;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FiberCrop;FiberCrop_OhioR;FiberCrop;FiberCrop_OhioR_RFD_lo;0.0001915;0.0002501;0.0001793;0.0001878;0.000189045;0.00019114;0.000191244;0.000178024;0.000172583;0.000157217;0.000151618;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FiberCrop;FiberCrop_RioGrande;FiberCrop;FiberCrop_RioGrande_IRR_hi;0.0400431;0.0522886;0.0374957;0.039274;0.041829;0.0447611;0.0473845;0.0503465;0.0545594;0.0598019;0.0607363;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FiberCrop;FiberCrop_RioGrande;FiberCrop;FiberCrop_RioGrande_IRR_lo;0.0266954;0.034859;0.0249971;0.0261827;0.0271723;0.0281616;0.028894;0.0294259;0.0303197;0.0310509;0.0312814;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FiberCrop;FiberCrop_RioGrande;FiberCrop;FiberCrop_RioGrande_RFD_hi;0.018518;0.024181;0.01734;0.0181624;0.0194569;0.0209536;0.0223599;0.0239804;0.0262673;0.029174;0.0299296;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FiberCrop;FiberCrop_RioGrande;FiberCrop;FiberCrop_RioGrande_RFD_lo;0.0123454;0.0161206;0.01156;0.0121082;0.0125847;0.0130612;0.0134326;0.0137087;0.0141505;0.0145221;0.0146328;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FiberCrop;FiberCrop_TennR;FiberCrop;FiberCrop_TennR_IRR_hi;0.0038976;0.0050896;0.0036497;0.0038228;0.00403307;0.00426547;0.00443963;0.00458622;0.00489259;0.0052065;0.00520766;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FiberCrop;FiberCrop_TennR;FiberCrop;FiberCrop_TennR_IRR_lo;0.0025984;0.0033931;0.0024331;0.0025485;0.00260849;0.00265874;0.00266691;0.00262154;0.00263544;0.0025914;0.00254433;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FiberCrop;FiberCrop_TennR;FiberCrop;FiberCrop_TennR_RFD_hi;0.0606338;0.0791759;0.0567764;0.0594692;0.062738;0.0663531;0.0691468;0.071511;0.0763868;0.0815198;0.0814356;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FiberCrop;FiberCrop_TennR;FiberCrop;FiberCrop_TennR_RFD_lo;0.0404225;0.0527839;0.0378509;0.0396461;0.040579;0.0413607;0.0415399;0.0408804;0.0411507;0.040579;0.0398146;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FiberCrop;FiberCrop_TexasCst;FiberCrop;FiberCrop_TexasCst_IRR_hi;0.658936;0.860442;0.617016;0.64628;0.690718;0.733342;0.784308;0.830646;0.893394;0.950122;0.973152;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FiberCrop;FiberCrop_TexasCst;FiberCrop;FiberCrop_TexasCst_IRR_lo;0.439291;0.573628;0.411344;0.430853;0.446799;0.46136;0.470988;0.47468;0.482329;0.477898;0.48179;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FiberCrop;FiberCrop_TexasCst;FiberCrop;FiberCrop_TexasCst_RFD_hi;0.648721;0.847103;0.60745;0.636261;0.680095;0.73077;0.772544;0.818993;0.884435;0.951374;0.97604;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FiberCrop;FiberCrop_TexasCst;FiberCrop;FiberCrop_TexasCst_RFD_lo;0.43248;0.564735;0.404967;0.424174;0.439886;0.45552;0.464105;0.46819;0.476459;0.473576;0.477196;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FiberCrop;FiberCrop_UsaColoRS;FiberCrop;FiberCrop_UsaColoRS_IRR_hi;0.193915;0.253215;0.181578;0.19019;0.20324;0.218359;0.232005;0.24735;0.268498;0.294702;0.300416;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B;USA;FiberCrop;FiberCrop_UsaColoRS;FiberCrop;FiberCrop_UsaColoRS_IRR_lo;0.129276;0.16881;0.121052;0.126793;0.131532;0.136338;0.139856;0.14234;0.146168;0.148953;0.149968;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B;USA;FiberCrop;FiberCrop_UsaColoRS;FiberCrop;FiberCrop_UsaColoRS_RFD_hi;0.0209702;0.027383;0.0196361;0.0205674;0.0219958;0.0236648;0.0252242;0.0270188;0.0294842;0.0325884;0.0334007;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B;USA;FiberCrop;FiberCrop_UsaColoRS;FiberCrop;FiberCrop_UsaColoRS_RFD_lo;0.0139801;0.0182553;0.0130907;0.0137116;0.0142269;0.0147513;0.0151534;0.0154457;0.0158836;0.0162219;0.0163299;Mt;UsaColoRS;221;Lower_Colorado_River;Lower Colorado River
CO2B;USA;FiberCrop;FiberCrop_UsaCstE;FiberCrop;FiberCrop_UsaCstE_IRR_hi;0.0001463;0.000191;0.000137;0.0001435;0.000148933;0.00015449;0.00015564;0.000151777;0.000154936;0.000153983;0.000152312;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstE;FiberCrop;FiberCrop_UsaCstE_IRR_lo;0.0000975;0.0001274;0.0000913;0.0000957;9.63566E-05;9.63276E-05;9.35215E-05;8.67766E-05;8.34733E-05;7.66577E-05;7.44324E-05;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstE;FiberCrop;FiberCrop_UsaCstE_RFD_hi;0.0048721;0.006362;0.0045621;0.0047785;0.00495883;0.00514379;0.0051934;0.00507437;0.00519176;0.00518623;0.00512301;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstE;FiberCrop;FiberCrop_UsaCstE_RFD_lo;0.003248;0.0042413;0.0030414;0.0031857;0.00320741;0.00320638;0.00311997;0.00290088;0.00279692;0.00258165;0.00250474;Mt;UsaCstE;233;Mid_Atlantic;Mid Atlantic Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstSE;FiberCrop;FiberCrop_UsaCstSE_IRR_hi;0.232483;0.303578;0.217693;0.228018;0.239273;0.251077;0.258926;0.263231;0.278162;0.291998;0.290591;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstSE;FiberCrop;FiberCrop_UsaCstSE_IRR_lo;0.154989;0.202385;0.145129;0.152012;0.154754;0.156498;0.155523;0.150436;0.149791;0.145283;0.141923;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstSE;FiberCrop;FiberCrop_UsaCstSE_RFD_hi;0.80036;1.04511;0.749443;0.784987;0.823675;0.864305;0.892501;0.908427;0.961309;1.01241;1.00624;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B;USA;FiberCrop;FiberCrop_UsaCstSE;FiberCrop;FiberCrop_UsaCstSE_RFD_lo;0.533573;0.696743;0.499629;0.523325;0.532754;0.538759;0.53617;0.519317;0.517872;0.503958;0.49196;Mt;UsaCstSE;226;South_Atlantic_Gulf;South Atlantic Gulf Basin
CO2B;USA;FodderGrass;FodderGrass_ArkWhtRedR;FodderGrass;FodderGrass_ArkWhtRedR_IRR_hi;0.935794;1.26302;1.18321;1.07464;1.17993;1.29937;1.43405;1.60516;1.78479;2.00048;2.13564;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B;USA;FodderGrass;FodderGrass_ArkWhtRedR;FodderGrass;FodderGrass_ArkWhtRedR_IRR_lo;0.623863;0.842015;0.788807;0.716428;0.749098;0.77931;0.806947;0.822349;0.836548;0.833459;0.840148;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B;USA;FodderGrass;FodderGrass_ArkWhtRedR;FodderGrass;FodderGrass_ArkWhtRedR_RFD_hi;10.255;13.841;12.9664;11.7766;12.9304;14.2394;15.7153;17.5904;19.5589;21.9226;23.4038;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B;USA;FodderGrass;FodderGrass_ArkWhtRedR;FodderGrass;FodderGrass_ArkWhtRedR_RFD_lo;6.83669;9.22735;8.64426;7.85108;8.20911;8.54019;8.84305;9.01183;9.16744;9.13359;9.20689;Mt;ArkWhtRedR;224;Arkansas_White_Red;Arkansas White Red
CO2B;USA;FodderGrass;FodderGrass_California;FodderGrass;FodderGrass_California_IRR_hi;2.89695;3.90995;3.66288;3.32678;3.61893;3.93467;4.29093;4.78773;5.32782;6.07933;6.49667;Mt;California;217;California_River;California River
CO2B;USA;FodderGrass;FodderGrass_California;FodderGrass;FodderGrass_California_IRR_lo;1.9313;2.60664;2.44192;2.21785;2.29755;2.35985;2.41452;2.45283;2.4972;2.53283;2.55575;Mt;California;217;California_River;California River
CO2B;USA;FodderGrass;FodderGrass_California;FodderGrass;FodderGrass_California_RFD_hi;0.331045;0.446804;0.41857;0.380163;0.413548;0.449629;0.49034;0.547111;0.60883;0.694706;0.742397;Mt;California;217;California_River;California River
CO2B;USA;FodderGrass;FodderGrass_California;FodderGrass;FodderGrass_California_RFD_lo;0.220697;0.297869;0.279047;0.253442;0.262549;0.269669;0.275916;0.280294;0.285363;0.289435;0.292054;Mt;California;217;California_River;California River
CO2B;USA;FodderGrass;FodderGrass_FraserR;FodderGrass;FodderGrass_FraserR_IRR_hi;0.0047705;0.0064387;0.0060319;0.0054785;0.00580293;0.00608864;0.00599305;0.006162;0.00633316;0.00629755;0.00656621;Mt;FraserR;27;Fraser;Fraser
CO2B;USA;FodderGrass;FodderGrass_FraserR;FodderGrass;FodderGrass_FraserR_IRR_lo;0.0031803;0.0042925;0.0040213;0.0036523;0.00368406;0.00365167;0.00337227;0.00315684;0.00296836;0.0026237;0.00258306;Mt;FraserR;27;Fraser;Fraser
CO2B;USA;FodderGrass;FodderGrass_FraserR;FodderGrass;FodderGrass_FraserR_RFD_hi;0.0016837;0.0022726;0.0021288;0.0019336;0.0020481;0.00214894;0.0021152;0.00217482;0.00223523;0.00222266;0.00231748;Mt;FraserR;27;Fraser;Fraser
CO2B;USA;FodderGrass;FodderGrass_FraserR;FodderGrass;FodderGrass_FraserR_RFD_lo;0.0011225;0.001515;0.0014192;0.0012891;0.00130031;0.00128888;0.00119027;0.00111424;0.00104772;0.000926072;0.00091173;Mt;FraserR;27;Fraser;Fraser
CO2B;USA;FodderGrass;FodderGrass_GreatBasin;FodderGrass;FodderGrass_GreatBasin_IRR_hi;0.647519;0.873943;0.818718;0.743594;0.814329;0.892653;0.958366;1.05256;1.13743;1.2108;1.29891;Mt;GreatBasin;222;Great;Great Basin
CO2B;USA;FodderGrass;FodderGrass_GreatBasin;FodderGrass;FodderGrass_GreatBasin_IRR_lo;0.431679;0.582628;0.545812;0.495729;0.516991;0.535376;0.539276;0.539243;0.533121;0.504454;0.510983;Mt;GreatBasin;222;Great;Great Basin
CO2B;USA;FodderGrass;FodderGrass_GreatBasin;FodderGrass;FodderGrass_GreatBasin_RFD_hi;0.0933836;0.126038;0.118074;0.107239;0.117441;0.128736;0.138213;0.151798;0.164037;0.174618;0.187326;Mt;GreatBasin;222;Great;Great Basin
CO2B;USA;FodderGrass;FodderGrass_GreatBasin;FodderGrass;FodderGrass_GreatBasin_RFD_lo;0.0622557;0.0840252;0.0787156;0.0714928;0.0745592;0.0772106;0.077773;0.0777682;0.0768854;0.0727511;0.0736926;Mt;GreatBasin;222;Great;Great Basin
CO2B;USA;FodderGrass;FodderGrass_GreatLakes;FodderGrass;FodderGrass_GreatLakes_IRR_hi;0.0476083;0.0642557;0.0601955;0.0546721;0.0583351;0.0624178;0.0655125;0.0669385;0.069634;0.069549;0.07194;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B;USA;FodderGrass;FodderGrass_GreatLakes;FodderGrass;FodderGrass_GreatLakes_IRR_lo;0.0317388;0.0428371;0.0401303;0.0364481;0.0370351;0.0374357;0.0368641;0.0342937;0.0326381;0.0289762;0.0283008;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B;USA;FodderGrass;FodderGrass_GreatLakes;FodderGrass;FodderGrass_GreatLakes_RFD_hi;8.61299;11.6248;10.8902;9.89094;10.5536;11.2923;11.8521;12.1101;12.5977;12.5824;13.0149;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B;USA;FodderGrass;FodderGrass_GreatLakes;FodderGrass;FodderGrass_GreatLakes_RFD_lo;5.742;7.74985;7.26014;6.59396;6.70016;6.77262;6.66922;6.2042;5.90467;5.24219;5.11999;Mt;GreatLakes;227;Great_Lakes;Great Lakes Basin
CO2B;USA;FodderGrass;FodderGrass_MexCstNW;FodderGrass;FodderGrass_MexCstNW_IRR_hi;0.0019448;0.0026249;0.002459;0.0022334;0.0024722;0.00276688;0.00309127;0.00353228;0.00398097;0.00453524;0.00490038;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B;USA;FodderGrass;FodderGrass_MexCstNW;FodderGrass;FodderGrass_MexCstNW_IRR_lo;0.0012966;0.0017499;0.0016393;0.0014889;0.00156948;0.00165941;0.00173942;0.00180958;0.00186584;0.00188943;0.00192769;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B;USA;FodderGrass;FodderGrass_MexCstNW;FodderGrass;FodderGrass_MexCstNW_RFD_hi;0.0001411;0.0001905;0.0001784;0.000162;0.000179321;0.000200696;0.000224225;0.000256214;0.00028876;0.000328963;0.000355448;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B;USA;FodderGrass;FodderGrass_MexCstNW;FodderGrass;FodderGrass_MexCstNW_RFD_lo;0.0000941;0.000127;0.0001189;0.000108;0.000113845;0.000120369;0.000126172;0.000131262;0.000135344;0.000137056;0.000139831;Mt;MexCstNW;96;Mexico_Northwest_Coast;Mexico Northwest Coast
CO2B;USA;FodderGrass;FodderGrass_MissouriR;FodderGrass;FodderGrass_MissouriR_IRR_hi;2.0894;2.82003;2.64183;2.39942;2.61871;2.89544;3.20627;3.5653;3.9256;4.2588;4.53243;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B;USA;FodderGrass;FodderGrass_MissouriR;FodderGrass;FodderGrass_MissouriR_IRR_lo;1.39294;1.88002;1.76122;1.59961;1.66253;1.73656;1.80418;1.82656;1.83996;1.77434;1.78303;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B;USA;FodderGrass;FodderGrass_MissouriR;FodderGrass;FodderGrass_MissouriR_RFD_hi;11.2151;15.1368;14.1803;12.8791;14.0562;15.5416;17.21;19.1371;21.071;22.8595;24.3282;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B;USA;FodderGrass;FodderGrass_MissouriR;FodderGrass;FodderGrass_MissouriR_RFD_lo;7.47672;10.0912;9.45351;8.58607;8.92382;9.32118;9.68411;9.80422;9.87617;9.52396;9.57057;Mt;MissouriR;223;Missouri_River;Missouri River
CO2B;USA;FodderGrass;FodderGrass_MissppRN;FodderGrass;FodderGrass_MissppRN_IRR_hi;0.0709814;0.095802;0.0897484;0.0815133;0.0871079;0.0948854;0.103231;0.106362;0.111642;0.110694;0.114291;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRN;FodderGrass;FodderGrass_MissppRN_IRR_lo;0.0473209;0.063868;0.0598322;0.0543422;0.055302;0.0569083;0.0580885;0.0544907;0.0523277;0.0461184;0.0449612;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRN;FodderGrass;FodderGrass_MissppRN_RFD_hi;11.2487;15.1821;14.2227;12.9177;13.8043;15.0368;16.3594;16.8555;17.6923;17.542;18.112;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRN;FodderGrass;FodderGrass_MissppRN_RFD_lo;7.49911;10.1214;9.48181;8.61178;8.76389;9.01844;9.20547;8.63531;8.29253;7.30854;7.12515;Mt;MissppRN;218;Upper_Mississippi;Upper Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRS;FodderGrass;FodderGrass_MissppRS_IRR_hi;0.0440582;0.0594646;0.0557069;0.0505953;0.0542646;0.0585293;0.0622351;0.0655093;0.0692428;0.0693915;0.0722731;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRS;FodderGrass;FodderGrass_MissppRS_IRR_lo;0.0293722;0.0396431;0.0371379;0.0337302;0.0344509;0.0351035;0.0350199;0.0335614;0.0324547;0.0289106;0.0284318;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRS;FodderGrass;FodderGrass_MissppRS_RFD_hi;2.25591;3.04476;2.85236;2.59063;2.77851;2.99688;3.18663;3.35427;3.54544;3.55305;3.7006;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FodderGrass;FodderGrass_MissppRS;FodderGrass;FodderGrass_MissppRS_RFD_lo;1.50394;2.02984;1.90157;1.72709;1.76399;1.7974;1.79313;1.71845;1.66178;1.48031;1.45579;Mt;MissppRS;219;Lower_Mississippi_River;Lower Mississippi River
CO2B;USA;FodderGrass;FodderGrass_NelsonR;FodderGrass;FodderGrass_NelsonR_IRR_hi;0.0125601;0.0169521;0.0158809;0.0144238;0.0154694;0.0164985;0.0176871;0.0185189;0.0195632;0.0202281;0.0210634;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B;USA;FodderGrass;FodderGrass_NelsonR;FodderGrass;FodderGrass_NelsonR_IRR_lo;0.0083734;0.0113014;0.0105873;0.0096158;0.00982099;0.00989506;0.00995251;0.00948741;0.00916934;0.00842752;0.0082861;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B;USA;FodderGrass;FodderGrass_NelsonR;FodderGrass;FodderGrass_NelsonR_RFD_hi;0.891657;1.20345;1.1274;1.02396;1.09819;1.17124;1.25562;1.31467;1.38881;1.43601;1.4953;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B;USA;FodderGrass;FodderGrass_NelsonR;FodderGrass;FodderGrass_NelsonR_RFD_lo;0.594438;0.802301;0.751603;0.682637;0.697204;0.702463;0.706542;0.673525;0.650945;0.598283;0.588243;Mt;NelsonR;23;Saskatchewan_Nelson;Saskatchewan - Nelson
CO2B;USA;FodderGrass;FodderGrass_OhioR;FodderGrass;FodderGrass_OhioR_IRR_hi;0.0088487;0.0119428;0.0111881;0.0101616;0.0108765;0.0117705;0.0127006;0.0132609;0.0140562;0.0143025;0.0147615;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FodderGrass;FodderGrass_OhioR;FodderGrass;FodderGrass_OhioR_IRR_lo;0.0058991;0.0079619;0.0074587;0.0067744;0.00690512;0.00705945;0.00714667;0.00679378;0.00658827;0.00595885;0.00580708;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FodderGrass;FodderGrass_OhioR;FodderGrass;FodderGrass_OhioR_RFD_hi;9.64349;13.0156;12.1932;11.0743;11.8534;12.8277;13.8414;14.4521;15.3188;15.5872;16.0874;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FodderGrass;FodderGrass_OhioR;FodderGrass;FodderGrass_OhioR_RFD_lo;6.429;8.67708;8.12877;7.38289;7.52535;7.69355;7.7886;7.40401;7.18005;6.49409;6.32868;Mt;OhioR;228;Ohio_River;Ohio River
CO2B;USA;FodderGrass;FodderGrass_RioGrande;FodderGrass;FodderGrass_RioGrande_IRR_hi;0.207503;0.280062;0.262365;0.238291;0.26387;0.293757;0.327631;0.377204;0.428503;0.496525;0.537142;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FodderGrass;FodderGrass_RioGrande;FodderGrass;FodderGrass_RioGrande_IRR_lo;0.138335;0.186708;0.17491;0.15886;0.167523;0.176183;0.184359;0.193248;0.200843;0.206867;0.211308;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FodderGrass;FodderGrass_RioGrande;FodderGrass;FodderGrass_RioGrande_RFD_hi;0.0889525;0.120058;0.112471;0.102151;0.113116;0.125928;0.14045;0.161701;0.183692;0.212851;0.230263;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FodderGrass;FodderGrass_RioGrande;FodderGrass;FodderGrass_RioGrande_RFD_lo;0.0593016;0.0800383;0.0749806;0.0681006;0.0718141;0.0755267;0.0790316;0.0828419;0.0860979;0.0886803;0.0905841;Mt;RioGrande;231;Rio_Grande_River;Rio Grande River
CO2B;USA;FodderGrass;FodderGrass_TennR;FodderGrass;FodderGrass_TennR_IRR_hi;0.0138343;0.0186718;0.017492;0.0158869;0.0172897;0.0188618;0.0204803;0.0226579;0.0250008;0.0276896;0.0290662;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FodderGrass;FodderGrass_TennR;FodderGrass;FodderGrass_TennR_IRR_lo;0.0092229;0.0124479;0.0116613;0.0105913;0.0109767;0.0113126;0.0115244;0.0116081;0.0117181;0.0115364;0.0114345;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FodderGrass;FodderGrass_TennR;FodderGrass;FodderGrass_TennR_RFD_hi;3.04053;4.10374;3.84443;3.49167;3.79997;4.14551;4.50122;4.97982;5.49475;6.0857;6.38826;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FodderGrass;FodderGrass_TennR;FodderGrass;FodderGrass_TennR_RFD_lo;2.02702;2.73583;2.56295;2.32778;2.41248;2.4863;2.53285;2.55124;2.57543;2.53548;2.5131;Mt;TennR;230;Tennessee_River;Tennessee River
CO2B;USA;FodderGrass;FodderGrass_TexasCst;FodderGrass;FodderGrass_TexasCst_IRR_hi;0.835233;1.1273;1.05606;0.959161;1.05766;1.17546;1.29039;1.4629;1.63236;1.82456;1.96849;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FodderGrass;FodderGrass_TexasCst;FodderGrass;FodderGrass_TexasCst_IRR_lo;0.556822;0.751532;0.704042;0.63944;0.671476;0.704995;0.726109;0.749465;0.765103;0.760166;0.774393;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FodderGrass;FodderGrass_TexasCst;FodderGrass;FodderGrass_TexasCst_RFD_hi;7.50616;10.1309;9.49073;8.61988;9.5051;10.5638;11.5966;13.1469;14.6699;16.3971;17.6907;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FodderGrass;FodderGrass_TexasCst;FodderGrass;FodderGrass_TexasCst_RFD_lo;5.0041;6.75394;6.32715;5.74658;6.03449;6.33571;6.52547;6.73536;6.8759;6.83153;6.95939;Mt;TexasCst;225;Texas_Gulf_Coast;Texas Gulf Coast
CO2B;USA;FodderGrass;FodderGrass_UsaColoRN;FodderGrass;FodderGrass_UsaColoRN_IRR_hi;0.311623;0.420591;0.394014;0.35786;0.390816;0.426262;0.437648;0.463989;0.485752;0.485957;0.519459;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
CO2B;USA;FodderGrass;FodderGrass_UsaColoRN;FodderGrass;FodderGrass_UsaColoRN_IRR_lo;0.207749;0.280394;0.262676;0.238573;0.248117;0.255654;0.246266;0.237709;0.227676;0.202464;0.204352;Mt;UsaColoRN;220;Upper_Colorado_River;Upper Colorado River
